dataset,model,neighbours,weights,tasks_description,accuracy,precision,recall,f1,roc_auc,roc_auc_ovr
3917,knn,13,uniform,disbalanced_binary_tasks,0.84118032046942,0.4806184166710482,0.17471590909090912,0.24771110703995075,0.717637951093066,0.717637951093066
3918,knn,13,uniform,disbalanced_binary_tasks,0.9278705978705979,0.275,0.05178571428571428,0.08333333333333333,0.7734530033073722,0.7734530033073722
7592,knn,13,uniform,disbalanced_binary_tasks,0.840240041847002,0.8760557452642337,0.9201993851476356,0.8975758354464614,0.8844688561794477,0.8844688561794477
9952,knn,13,uniform,disbalanced_binary_tasks,0.8645443965222153,0.7897277041719438,0.7345235251970385,0.7607892645429157,0.9317541955494096,0.9317541955494096
9971,knn,13,uniform,disbalanced_binary_tasks,0.6603740502630041,0.33872835497835496,0.22279411764705884,0.25637920845548884,0.6676112975678076,0.6676112975678076
9977,knn,13,uniform,disbalanced_binary_tasks,0.9277798487703943,0.9495825888778905,0.9502065170535297,0.9495466021853508,0.9724084732471464,0.9724084732471464
9978,knn,13,uniform,disbalanced_binary_tasks,0.9364663409168715,0.41666666666666663,0.075,0.12192951183663259,0.8165370816047938,0.8165370816047938
10101,knn,13,uniform,disbalanced_binary_tasks,0.7220540540540541,0.3669467787114846,0.2444444444444444,0.2199180720783483,0.6496588693957116,0.6496588693957116
6,knn,13,uniform,multiclass_tasks,0.9385,,,,,0.9984328155401668
11,knn,13,uniform,multiclass_tasks,0.8383512544802867,,,,,0.8904381285594587
12,knn,13,uniform,multiclass_tasks,0.9635,,,,,0.9972847222222223
14,knn,13,uniform,multiclass_tasks,0.8039999999999999,,,,,0.9717930555555556
16,knn,13,uniform,multiclass_tasks,0.944,,,,,0.9958041666666666
18,knn,13,uniform,multiclass_tasks,0.7220000000000001,,,,,0.9551875000000001
22,knn,13,uniform,multiclass_tasks,0.807,,,,,0.9767930555555555
23,knn,13,uniform,multiclass_tasks,0.5112244897959184,,,,,0.6787067353824942
28,knn,13,uniform,multiclass_tasks,0.9672597864768685,,,,,0.9980503162355611
32,knn,13,uniform,multiclass_tasks,0.9882642071304492,,,,,0.9990993802570177
45,knn,13,uniform,multiclass_tasks,0.8050156739811912,,,,,0.9358444774177208
53,knn,13,uniform,multiclass_tasks,0.7104761904761905,,,,,0.9091212869775198
2074,knn,13,uniform,multiclass_tasks,0.9009331259720061,,,,,0.9862305168690364
2079,knn,13,uniform,multiclass_tasks,0.43128470936690116,,,,,0.7397602143870781
3022,knn,13,uniform,multiclass_tasks,0.5767676767676768,,,,,0.9154994388327722
3481,knn,13,uniform,multiclass_tasks,0.9112455152891611,,,,,0.9952448566769643
3549,knn,13,uniform,multiclass_tasks,0.9917086834733894,,,,,0.999969626951712
3560,knn,13,uniform,multiclass_tasks,0.20985759493670883,,,,,0.556343518392818
3573,knn,13,uniform,multiclass_tasks,0.9392000000000001,,,,,0.9939621784161355
9960,knn,13,uniform,multiclass_tasks,0.758095238095238,,,,,0.9180755960538971
9964,knn,13,uniform,multiclass_tasks,0.898938679245283,,,,,0.9928341280156063
9981,knn,13,uniform,multiclass_tasks,0.850925925925926,,,,,0.9799672067901234
9985,knn,13,uniform,multiclass_tasks,0.5005062417765797,,,,,0.7585691447732421
3,knn,13,distance,balanced_binary_tasks,0.7806778996865205,0.7960775924534087,0.7656389748882009,0.7674851404852195,0.8844467712839208,0.8844467712839208
15,knn,13,distance,balanced_binary_tasks,0.9657142857142859,0.9572404045230133,0.9460000000000001,0.9502182861189732,0.9903549516908212,0.9903549516908212
29,knn,13,distance,balanced_binary_tasks,0.8376811594202899,0.8448474818469098,0.8619433198380566,0.8440897336253395,0.8995390564915183,0.8995390564915183
31,knn,13,distance,balanced_binary_tasks,0.746,0.6694443056943057,0.31,0.42168823802402927,0.7694047619047619,0.7694047619047619
37,knn,13,distance,balanced_binary_tasks,0.753879015721121,0.6900484201190891,0.5445868945868946,0.6055951542644158,0.8077777777777777,0.8077777777777777
43,knn,13,distance,balanced_binary_tasks,0.9080670564934452,0.9011127227512589,0.8626737902980997,0.8808489202794959,0.957093309999504,0.957093309999504
49,knn,13,distance,balanced_binary_tasks,0.6764692982456141,0.6980579385551462,0.885458269329237,0.7788366485382858,0.6695157502557881,0.6695157502557881
219,knn,13,distance,balanced_binary_tasks,0.7182603202455653,0.7674137084379067,0.7748800715864084,0.7558670804372967,0.7896478774950115,0.7896478774950115
9910,knn,13,distance,balanced_binary_tasks,0.756604255319149,0.7608474965076123,0.8042861972375157,0.7816190613780527,0.8346913484954847,0.8346913484954847
9946,knn,13,distance,balanced_binary_tasks,0.9666353383458647,0.990096618357488,0.9196969696969697,0.9523577784360839,0.9914148285576857,0.9914148285576857
9957,knn,13,distance,balanced_binary_tasks,0.8491554357592095,0.762960356500104,0.8336507936507938,0.789588136600922,0.9025662279404514,0.9025662279404514
9976,knn,13,distance,balanced_binary_tasks,0.573076923076923,0.5612703688822915,0.676923076923077,0.613089691481975,0.601905325443787,0.601905325443787
10093,knn,13,distance,balanced_binary_tasks,0.9985401459854014,0.9967741935483871,1.0,0.9983739837398374,0.9993421052631579,0.9993421052631579
14952,knn,13,distance,balanced_binary_tasks,0.9556671548853233,0.9488778332451453,0.9731955442931055,0.9608306302269268,0.9886848777859075,0.9886848777859075
3021,knn,13,distance,disbalanced_binary_tasks,0.9581133425961011,0.8753224553224552,0.372463768115942,0.5114141833827966,0.9275480093366223,0.9275480093366223
3902,knn,13,distance,disbalanced_binary_tasks,0.8943882853094001,0.7382539682539683,0.2352941176470588,0.34345758428367124,0.8881076388888888,0.8881076388888888
3903,knn,13,distance,disbalanced_binary_tasks,0.8931487832761718,0.4583333333333333,0.08125,0.13251430715827,0.8365700987841945,0.8365700987841945
3904,knn,13,distance,disbalanced_binary_tasks,0.7869578978285529,0.39644873542718856,0.2022658542089822,0.2654628791100504,0.6608967802343585,0.6608967802343585
3913,knn,13,distance,disbalanced_binary_tasks,0.8081277213352684,0.5344246031746032,0.4227272727272727,0.4499221806894441,0.7893258367648611,0.7893258367648611
3917,knn,13,distance,disbalanced_binary_tasks,0.8317016474836381,0.4256581795397585,0.1778409090909091,0.24325983549941368,0.7149816850437398,0.7149816850437398
3918,knn,13,distance,disbalanced_binary_tasks,0.9287878787878789,0.4458333333333333,0.16785714285714284,0.2373484848484848,0.7513029446281875,0.7513029446281875
7592,knn,13,distance,disbalanced_binary_tasks,0.8376398148404289,0.8756850520717746,0.9167274323539255,0.8957283877797396,0.8828113121960038,0.8828113121960038
9952,knn,13,distance,disbalanced_binary_tasks,0.8989635106455808,0.8534740178753631,0.7925045776610143,0.8212888408819914,0.9524963632941146,0.9524963632941146
9971,knn,13,distance,disbalanced_binary_tasks,0.6604032729398014,0.3686507038712921,0.24742647058823533,0.2864916038484254,0.6681850789096127,0.6681850789096127
9977,knn,13,distance,disbalanced_binary_tasks,0.9306524249723994,0.9522906038321549,0.9513436389020542,0.9515026078890539,0.9738994111534784,0.9738994111534784
9978,knn,13,distance,disbalanced_binary_tasks,0.9364663409168715,0.41666666666666663,0.075,0.12192951183663259,0.8183012445484523,0.8183012445484523
10101,knn,13,distance,disbalanced_binary_tasks,0.697981981981982,0.2514855546827267,0.2444444444444444,0.2053711541946836,0.5383356266483201,0.5383356266483201
6,knn,13,distance,multiclass_tasks,0.9461999999999999,,,,,0.9986337846234596
11,knn,13,distance,multiclass_tasks,0.8256272401433691,,,,,0.8739627215897634
12,knn,13,distance,multiclass_tasks,0.9655000000000001,,,,,0.9973736111111112
14,knn,13,distance,multiclass_tasks,0.8085000000000001,,,,,0.9729972222222223
16,knn,13,distance,multiclass_tasks,0.9489999999999998,,,,,0.995998611111111
18,knn,13,distance,multiclass_tasks,0.694,,,,,0.9057291666666666
22,knn,13,distance,multiclass_tasks,0.7855000000000001,,,,,0.9595694444444444
23,knn,13,distance,multiclass_tasks,0.48673009744438306,,,,,0.6408818691834102
28,knn,13,distance,multiclass_tasks,0.968505338078292,,,,,0.9981181738579977
32,knn,13,distance,multiclass_tasks,0.989628670692365,,,,,0.9991119783179568
45,knn,13,distance,multiclass_tasks,0.8156739811912226,,,,,0.9407822999213643
53,knn,13,distance,multiclass_tasks,0.7081372549019608,,,,,0.9125748067402404
2074,knn,13,distance,multiclass_tasks,0.90248833592535,,,,,0.9868827999226312
2079,knn,13,distance,multiclass_tasks,0.41778970751573496,,,,,0.7454898903529198
3022,knn,13,distance,multiclass_tasks,0.6444444444444445,,,,,0.9271548821548821
3481,knn,13,distance,multiclass_tasks,0.9175315164082816,,,,,0.9955212471998227
3549,knn,13,distance,multiclass_tasks,0.9917086834733894,,,,,0.9999849759615385
3560,knn,13,distance,multiclass_tasks,0.1984651898734177,,,,,0.5151125618594814
3573,knn,13,distance,multiclass_tasks,0.9408,,,,,0.9941145636144105
9960,knn,13,distance,multiclass_tasks,0.7722125886346071,,,,,0.9232628860711607
9964,knn,13,distance,multiclass_tasks,0.9052279874213836,,,,,0.9935255448749143
9981,knn,13,distance,multiclass_tasks,0.8685185185185185,,,,,0.9831356095679011
9985,knn,13,distance,multiclass_tasks,0.5500353005359263,,,,,0.7809633394019583
3,knn,15,uniform,balanced_binary_tasks,0.7791036442006269,0.796392224000717,0.7662710698314413,0.7668107917565906,0.8804285711591227,0.8804285711591227
15,knn,15,uniform,balanced_binary_tasks,0.9657142857142859,0.9572404045230133,0.9460000000000001,0.9502182861189732,0.9909890096618357,0.9909890096618357
29,knn,15,uniform,balanced_binary_tasks,0.8391304347826087,0.8383662879416811,0.8776653171390013,0.8507785765188277,0.8998463279787557,0.8998463279787557
31,knn,15,uniform,balanced_binary_tasks,0.7450000000000001,0.6574586198115611,0.31999999999999995,0.4282783089120943,0.754952380952381,0.754952380952381
37,knn,15,uniform,balanced_binary_tasks,0.746120984278879,0.6765323565323565,0.5223646723646723,0.5840974829648171,0.8056353276353276,0.8056353276353276
43,knn,15,uniform,balanced_binary_tasks,0.8954588324059228,0.8991878848328373,0.8290510594377999,0.8618942227075379,0.9509658632736665,0.9509658632736665
49,knn,15,uniform,balanced_binary_tasks,0.664046052631579,0.6864775064369791,0.8934459805427547,0.7751391605710312,0.5979205171804792,0.5979205171804792
219,knn,15,uniform,balanced_binary_tasks,0.7234465503212838,0.7704308616732999,0.7834706170974324,0.7616568777395043,0.795455198525762,0.795455198525762
9910,knn,15,uniform,balanced_binary_tasks,0.7419439716312057,0.7468147849999334,0.7929947841205448,0.768936244899977,0.8146615453513153,0.8146615453513153
9946,knn,15,uniform,balanced_binary_tasks,0.9613408521303256,0.990096618357488,0.9054112554112554,0.9447968028263277,0.9914728921871777,0.9914728921871777
9957,knn,15,uniform,balanced_binary_tasks,0.8416082659478887,0.756430824077883,0.8253174603174603,0.7802601100070093,0.8990866114561766,0.8990866114561766
9976,knn,15,uniform,balanced_binary_tasks,0.5726923076923076,0.5601185617301148,0.6823076923076924,0.6147031258649714,0.6013402366863906,0.6013402366863906
10093,knn,15,uniform,balanced_binary_tasks,0.9992700729927007,0.9983870967741936,1.0,0.9991869918699188,0.9993205349439173,0.9993205349439173
14952,knn,15,uniform,balanced_binary_tasks,0.9210271411388314,0.9196020118684031,0.9407177172421075,0.9299725706662929,0.9772643190116496,0.9772643190116496
3021,knn,15,uniform,disbalanced_binary_tasks,0.9557274781412712,0.902948717948718,0.3163043478260869,0.4558837166623596,0.9292264332741722,0.9292264332741722
3902,knn,15,uniform,disbalanced_binary_tasks,0.893013698630137,0.7411904761904762,0.20718954248366012,0.31078901774553946,0.8667573018790848,0.8667573018790848
3903,knn,15,uniform,disbalanced_binary_tasks,0.8918708149599869,0.19166666666666665,0.025,0.04281733746130031,0.8111284194528876,0.8111284194528876
3904,knn,15,uniform,disbalanced_binary_tasks,0.7937583556149733,0.4124336149666532,0.17140600315955765,0.23901707102904335,0.6612262440916783,0.6612262440916783
3913,knn,15,uniform,disbalanced_binary_tasks,0.8234760522496373,0.5852564102564102,0.38363636363636366,0.4395858572261856,0.8133964206525182,0.8133964206525182
3917,knn,15,uniform,disbalanced_binary_tasks,0.8383344617467842,0.4497688637471919,0.159375,0.22754711712158518,0.7266594884568489,0.7266594884568489
3918,knn,15,uniform,disbalanced_binary_tasks,0.926969696969697,0.275,0.05178571428571428,0.08333333333333333,0.7842553077989971,0.7842553077989971
7592,knn,15,uniform,disbalanced_binary_tasks,0.8406494710025928,0.8759834198816963,0.9209259656325923,0.897884775738292,0.8861222875028176,0.8861222875028176
9952,knn,15,uniform,disbalanced_binary_tasks,0.8613996713904293,0.7871956939399681,0.7244765544144574,0.7538729928035333,0.9298890877688445,0.9298890877688445
9971,knn,15,uniform,disbalanced_binary_tasks,0.6808883693746346,0.3881655844155844,0.24742647058823528,0.29191314062281803,0.6856877049600328,0.6856877049600328
9977,knn,15,uniform,disbalanced_binary_tasks,0.926154927758558,0.9481789452939342,0.9493128686361564,0.9484274707107687,0.9726968423388321,0.9726968423388321
9978,knn,15,uniform,disbalanced_binary_tasks,0.9376505555382654,0.6375,0.09375,0.1528619007411577,0.8352429262844379,0.8352429262844379
10101,knn,15,uniform,disbalanced_binary_tasks,0.746054054054054,0.36714285714285716,0.26666666666666666,0.24310207336523124,0.663888888888889,0.663888888888889
6,knn,15,uniform,multiclass_tasks,0.9355,,,,,0.9985200852284292
11,knn,15,uniform,multiclass_tasks,0.8464413722478238,,,,,0.8888545559839732
12,knn,15,uniform,multiclass_tasks,0.9604999999999999,,,,,0.9976694444444444
14,knn,15,uniform,multiclass_tasks,0.8015000000000001,,,,,0.9716263888888887
16,knn,15,uniform,multiclass_tasks,0.9409999999999998,,,,,0.9959097222222223
18,knn,15,uniform,multiclass_tasks,0.7215,,,,,0.955786111111111
22,knn,15,uniform,multiclass_tasks,0.805,,,,,0.9772124999999999
23,knn,15,uniform,multiclass_tasks,0.5214285714285714,,,,,0.6848476434592354
28,knn,15,uniform,multiclass_tasks,0.9672597864768683,,,,,0.9980791567537173
32,knn,15,uniform,multiclass_tasks,0.988082388948631,,,,,0.9991948663437802
45,knn,15,uniform,multiclass_tasks,0.8128526645768025,,,,,0.9398879855278833
53,knn,15,uniform,multiclass_tasks,0.6963165266106442,,,,,0.9083785151928815
2074,knn,15,uniform,multiclass_tasks,0.8989113530326595,,,,,0.986709350526025
2079,knn,15,uniform,multiclass_tasks,0.4271936319881525,,,,,0.7441414635924278
3022,knn,15,uniform,multiclass_tasks,0.5696969696969697,,,,,0.9209371492704825
3481,knn,15,uniform,multiclass_tasks,0.9134259899279156,,,,,0.9956835776201454
3549,knn,15,uniform,multiclass_tasks,0.9928991596638657,,,,,0.9999386039606944
3560,knn,15,uniform,multiclass_tasks,0.20731012658227846,,,,,0.5446939413708852
3573,knn,15,uniform,multiclass_tasks,0.9385,,,,,0.9942794837705502
9960,knn,15,uniform,multiclass_tasks,0.7551678596632725,,,,,0.9190205249083976
9964,knn,15,uniform,multiclass_tasks,0.8983058176100629,,,,,0.993119310539948
9981,knn,15,uniform,multiclass_tasks,0.8398148148148147,,,,,0.980642361111111
9985,knn,15,uniform,multiclass_tasks,0.5029582918819464,,,,,0.7594155019794167
3,knn,15,distance,balanced_binary_tasks,0.783176920062696,0.8011083398338886,0.7689026487788098,0.7708598038121968,0.8869657763501184,0.8869657763501184
15,knn,15,distance,balanced_binary_tasks,0.9657142857142859,0.9572404045230133,0.9460000000000001,0.9502182861189732,0.9913513285024154,0.9913513285024154
29,knn,15,distance,balanced_binary_tasks,0.8362318840579711,0.8401963058511315,0.8672064777327936,0.8456771333665071,0.9011254770507742,0.9011254770507742
31,knn,15,distance,balanced_binary_tasks,0.75,0.6753422068127952,0.3233333333333333,0.43549867993780084,0.7665952380952381,0.7665952380952381
37,knn,15,distance,balanced_binary_tasks,0.7499829118250171,0.6877057935184869,0.5296296296296296,0.5938295124857572,0.809079772079772,0.809079772079772
43,knn,15,distance,balanced_binary_tasks,0.9102400264076206,0.9055676828214644,0.863226276485945,0.8833198286145093,0.9587268537425538,0.9587268537425538
49,knn,15,distance,balanced_binary_tasks,0.6807017543859649,0.6976150189729182,0.9014080901177675,0.785300315285365,0.6328181060628879,0.6328181060628879
219,knn,15,distance,balanced_binary_tasks,0.7210189032190326,0.7694642853085834,0.7793669885937107,0.7588831499254756,0.7935339112050253,0.7935339112050253
9910,knn,15,distance,balanced_binary_tasks,0.7539397163120568,0.7560313568054828,0.8067540809427219,0.780327293685308,0.8322033507475781,0.8322033507475781
9946,knn,15,distance,balanced_binary_tasks,0.963095238095238,0.990096618357488,0.9101731601731602,0.9473577784360838,0.9914038342609771,0.9914038342609771
9957,knn,15,distance,balanced_binary_tasks,0.8482210242587602,0.7642776096915022,0.8337301587301587,0.7886335006710972,0.9037644188110026,0.9037644188110026
9976,knn,15,distance,balanced_binary_tasks,0.5726923076923076,0.5601185617301148,0.6823076923076924,0.6147031258649714,0.604473372781065,0.604473372781065
10093,knn,15,distance,balanced_binary_tasks,0.9985401459854014,0.9967741935483871,1.0,0.9983739837398374,0.9993205349439173,0.9993205349439173
14952,knn,15,distance,balanced_binary_tasks,0.955214338900117,0.948824030324763,0.9723825361630241,0.9604084962818625,0.9888082794291542,0.9888082794291542
3021,knn,15,distance,disbalanced_binary_tasks,0.9567884860988309,0.8946478521478521,0.3378623188405797,0.47914539556551927,0.9334140117664969,0.9334140117664969
3902,knn,15,distance,disbalanced_binary_tasks,0.8936986301369864,0.7511904761904762,0.21274509803921568,0.3186941560854605,0.888070618872549,0.888070618872549
3903,knn,15,distance,disbalanced_binary_tasks,0.8918748979258533,0.3580952380952381,0.075,0.11849914641676654,0.834624176798379,0.834624176798379
3904,knn,15,distance,disbalanced_binary_tasks,0.7872339707232755,0.3920508889865761,0.19087564883773414,0.25354849550022845,0.6656766673203032,0.6656766673203032
3913,knn,15,distance,disbalanced_binary_tasks,0.8080914368650218,0.5519826007326007,0.4127272727272727,0.4483815644429455,0.7883845422869814,0.7883845422869814
3917,knn,15,distance,disbalanced_binary_tasks,0.8316993906567367,0.41481909430438846,0.17481060606060606,0.23868204409906862,0.7223355532523781,0.7223355532523781
3918,knn,15,distance,disbalanced_binary_tasks,0.9278869778869779,0.4458333333333333,0.15535714285714283,0.22401515151515153,0.7604342259682066,0.7604342259682066
7592,knn,15,distance,disbalanced_binary_tasks,0.8384997237863153,0.8757990521754724,0.9178845616134513,0.8963419231675507,0.8846192036660382,0.8846192036660382
9952,knn,15,distance,disbalanced_binary_tasks,0.896558499349627,0.8514052931742503,0.7855942998168937,0.816670305694173,0.9523498804144443,0.9523498804144443
9971,knn,15,distance,disbalanced_binary_tasks,0.6724137931034483,0.37874703727644904,0.2536764705882353,0.2954977348155759,0.6806940459110473,0.6806940459110473
9977,knn,15,distance,disbalanced_binary_tasks,0.930217171357465,0.9513548218244713,0.9517091623781766,0.9512358801618117,0.9743676500379843,0.9743676500379843
9978,knn,15,distance,disbalanced_binary_tasks,0.9372552986212692,0.5875,0.09375,0.15220830596991589,0.8366033755274263,0.8366033755274263
10101,knn,15,distance,disbalanced_binary_tasks,0.701981981981982,0.27051834130781505,0.25555555555555554,0.2178676112886639,0.5476608187134503,0.5476608187134503
6,knn,15,distance,multiclass_tasks,0.94465,,,,,0.998741611541061
11,knn,15,distance,multiclass_tasks,0.8400665642601126,,,,,0.8746550676586974
12,knn,15,distance,multiclass_tasks,0.9635,,,,,0.9977444444444444
14,knn,15,distance,multiclass_tasks,0.8105,,,,,0.9729083333333335
16,knn,15,distance,multiclass_tasks,0.9465,,,,,0.9961291666666667
18,knn,15,distance,multiclass_tasks,0.6910000000000001,,,,,0.9062652777777778
22,knn,15,distance,multiclass_tasks,0.7815,,,,,0.9582611111111113
23,knn,15,distance,multiclass_tasks,0.49151038793895935,,,,,0.6446523509835264
28,knn,15,distance,multiclass_tasks,0.9683274021352313,,,,,0.9981588038917648
32,knn,15,distance,multiclass_tasks,0.9890828852675986,,,,,0.9992075088320405
45,knn,15,distance,multiclass_tasks,0.8225705329153603,,,,,0.9444207369436892
53,knn,15,distance,multiclass_tasks,0.6950980392156862,,,,,0.9124483873598471
2074,knn,15,distance,multiclass_tasks,0.9012441679626748,,,,,0.9873969737098983
2079,knn,15,distance,multiclass_tasks,0.42730470196223624,,,,,0.7492642771837957
3022,knn,15,distance,multiclass_tasks,0.6434343434343435,,,,,0.9349943883277219
3481,knn,15,distance,multiclass_tasks,0.9181717191665845,,,,,0.9959495939570868
3549,knn,15,distance,multiclass_tasks,0.9928991596638657,,,,,0.9999542779418856
3560,knn,15,distance,multiclass_tasks,0.19718354430379748,,,,,0.5135571239678666
3573,knn,15,distance,multiclass_tasks,0.9401142857142857,,,,,0.9944321632648612
9960,knn,15,distance,multiclass_tasks,0.7714799879020062,,,,,0.9246290322086903
9964,knn,15,distance,multiclass_tasks,0.9039465408805032,,,,,0.9938320070803638
9981,knn,15,distance,multiclass_tasks,0.8592592592592592,,,,,0.983641975308642
9985,knn,15,distance,multiclass_tasks,0.547420386594354,,,,,0.7829172889840651
